[Q4] Apresente um exemplo de produtização e sua proposta de valor.	Uma consultoria que transforma um serviço sob medida em um pacote fechado, padronizado e replicável — escopo, prazo e preço definidos — ou em um software (SaaS). Proposta de valor: preço previsível, entrega padronizada e mais rápida, menor dependência de quem executa; para o fornecedor, escalabilidade.	s1-produtos
O que é servitização e o que é produtização?	Servitização: um fabricante de PRODUTO passa a oferecer serviços/resultado (vende a função, não o bem). Produtização: um prestador de SERVIÇO empacota sua entrega como produto padronizado e replicável. São movimentos em sentidos opostos que convergem para o PSS.	s1-produtos
O que é um PSS (Product-Service System)?	Sistema Produto-Serviço: uma combinação integrada de produtos e serviços que, juntos, entregam valor ao cliente. O foco desloca-se da posse do bem para a função ou o resultado entregue.	s1-produtos
O que é valor, no contexto de projeto de produto?	É a relação entre os benefícios/funções percebidos pelo cliente e os recursos necessários para obtê-los (custo, tempo, esforço). Na Análise de Valor: valor = função ÷ custo. Aumenta-se valor entregando mais função pelo mesmo custo, ou a mesma função por custo menor.	s1-produtos
O que é o ciclo de vida do produto (visão de engenharia)?	Todas as fases desde a concepção até o descarte: projeto, produção, distribuição, uso, manutenção, retirada e descarte/reciclagem. Não confundir com o ciclo de vida de MERCADO (introdução, crescimento, maturidade, declínio), que trata das vendas ao longo do tempo.	s1-produtos
[Q5] Defina projeto e processo de negócio, e a diferença entre eles.	Projeto é um esforço TEMPORÁRIO, com início e fim definidos, para criar um resultado ÚNICO. Processo de negócio é um conjunto de atividades REPETITIVAS e contínuas que transformam entradas em saídas de valor. Diferença: o projeto é único e temporário; o processo é rotineiro e permanente. O PDP é um processo de negócio que contém, dentro dele, diversos projetos de desenvolvimento.	s1-projeto
[Q6] Qual a diferença entre os termos Design e Project?	Design é a atividade de CONCEBER — definir como o produto será, sua forma, função e solução técnica. Project é o EMPREENDIMENTO e sua gestão — escopo, prazo, custo e recursos. O português usa "projeto" para os dois, o que gera a confusão: projetar o objeto (design) não é o mesmo que gerenciar o empreendimento (project).	s1-projeto
O que é projeto de engenharia, segundo Back et al.?	O uso de princípios científicos, informações técnicas e imaginação na definição de estruturas, máquinas ou sistemas que desempenhem funções pré-especificadas com máxima economia e eficiência. A responsabilidade da equipe vai das especificações até as instruções de fabricação, uso e descarte.	s1-projeto
Quais os elementos da definição de "projetar" em Back et al.?	Meios para fins (projeta-se para uma meta definida, não como exercício abstrato); plano mental (é processo de pensamento, lida com ideias antes de números); plano/esquema (distinto da implementação, admite alternativas); invenção (busca-se algo novo — criatividade é crucial).	s1-projeto
O que é o Processo de Desenvolvimento de Produtos (PDP)?	Conjunto de atividades pelas quais, a partir das necessidades do mercado, das possibilidades e restrições tecnológicas e das estratégias da empresa, chega-se às especificações de projeto do produto e do seu processo de produção — incluindo o acompanhamento pós-lançamento, as mudanças necessárias e a descontinuidade planejada do produto.	s1-pdp
Por que se diz que o PDP está na interface entre a empresa e o mercado?	Porque cabe a ele identificar — e até antecipar — as necessidades do mercado e propor soluções (produtos e serviços) que as atendam. Daí sua importância estratégica.	s1-pdp
Cite as principais características que diferenciam o PDP dos outros processos de negócio.	Elevado grau de incerteza e risco; decisões importantes tomadas no início, quando as incertezas são maiores; dificuldade de mudar as decisões iniciais; ciclo iterativo Projetar-Construir-Testar-Otimizar; alto volume de informações; informações vindas de muitas fontes e áreas; multiplicidade de requisitos de todas as fases do ciclo de vida.	s1-pdp
Qual é o ciclo iterativo típico das atividades do PDP?	Projetar (gerar alternativas) → Construir → Testar → Otimizar. O que se projeta-constrói-testa-otimiza pode ser um conceito, uma especificação ou uma tolerância, do produto ou do processo.	s1-pdp
[Q12] O que se pode afirmar sobre o impacto das decisões ao longo do PDP?	As decisões técnicas tomadas no INÍCIO do desenvolvimento comprometem cerca de 85% do custo final do produto (Rozenfeld) — Back et al. citam ~70%. Tudo o que se decide depois responde pelos 15% restantes. Ou seja: o custo do produto é definido muito antes de ser gasto.	s1-pdp
Se as decisões iniciais definem o custo, qual é o paradoxo do PDP?	Exatamente quando se tomam as decisões mais determinantes do custo final, é quando se tem o MAIOR grau de incerteza — sobre o produto, suas especificações, o processo de fabricação e o sucesso no mercado. A incerteza só diminui conforme as definições vão sendo tomadas.	s1-pdp
[Q11] O que se pode afirmar sobre os custos de mudança de projeto ao longo do ciclo?	O custo de modificar uma decisão anterior CRESCE ao longo do desenvolvimento, porque decisões já tomadas e ações já realizadas são invalidadas. Back et al.: a cada fase que avança, o custo da mudança pode chegar a um fator dez vezes maior que o da fase anterior.	s1-pdp
Qual a relação entre o custo do projeto e o custo total do produto?	O custo da atividade de projeto é da ordem de apenas 5% do total, mas as decisões tomadas nessa fase afetam cerca de 70% do custo final do produto (Back et al.).	s1-pdp
[Q9] Descreva os tipos de projetos de desenvolvimento de produtos pelo grau de mudança.	Radicais (breakthrough): modificações significativas no produto ou processo, com novas tecnologias e materiais, podendo criar nova categoria ou família — costumam exigir manufatura também inovadora. Plataforma / próxima geração: alterações significativas SEM novas tecnologias, formando um novo sistema de soluções ou a estrutura básica comum de uma família. Derivativos / incrementais: pequenas alterações sobre projetos existentes. Somam-se ainda os projetos de pesquisa avançada (antecedem o desenvolvimento comercial) e os de parceria/follow-source.	s1-pdp
O que caracteriza um projeto plataforma?	Representa alterações significativas no produto e/ou processo sem introduzir novas tecnologias ou materiais, entregando um novo sistema de soluções ao cliente. Para funcionar como plataforma, deve sustentar toda uma geração de produtos e ter ligação com as gerações anterior e posterior.	s1-pdp
Qual é o critério de classificação de projetos de desenvolvimento mais comum e útil?	O grau de mudanças que o projeto representa em relação a projetos anteriores. A classificação varia conforme o setor — a do setor automobilístico difere da do alimentício.	s1-pdp
Por que o retrabalho no PDP é menos visível que na manufatura?	Porque na manufatura existe uma especificação e se controla o processo para atingi-la, tornando o retrabalho definido e quantificável. No PDP, o retrabalho aparece diluído na própria natureza iterativa do ciclo Projetar-Construir-Testar-Otimizar — é menos visível, mas não menos custoso.	s1-pdp
Historicamente, do que se achava que dependia o sucesso no desenvolvimento de produtos?	Da genialidade dos profissionais e do volume de recursos financeiros alocados. Acreditava-se que a incerteza e a criatividade inviabilizariam disciplinar e gerenciar o processo. Casos bem-sucedidos mostraram o contrário: o desempenho depende também, e muito, do modelo e das práticas de gestão.	s1-pdp
Qual é o papel típico do PDP no Brasil?	Concentra-se em grande parte na adaptação e melhoria de produtos existentes — adequação do projeto ao mercado local, aos fornecedores e aos processos disponíveis. Há exceções de competência local reconhecida, como a Embraer e o desenvolvimento de carros populares, ônibus, caminhões e compressores herméticos.	s1-pdp
